scenario,H_shannon,H_renyi_05,H_renyi_15,H_renyi_20,mean_price,std_price
base_bs,4.426361857653389,4.57535076620537,4.337908093961185,4.280082266047644,256.368806751841,20.394932349904384
stress_1_black_scholes,4.826907600145389,4.9814027807056815,4.735536977030284,4.6761235220277175,256.8219878375405,30.622270602643955
stress_2_black_scholes,5.097263228305232,5.246394968599914,5.010195784071896,4.953581467651044,255.84687913480784,40.39762965407293
stress_3_heston,4.430888209574425,4.579347505680545,4.341929475019437,4.283832233422417,256.20783521077453,20.365642498571475
stress_4_merton_jump,4.343396652076643,4.50245461102222,4.249576319086481,4.187957281331526,256.1354228791875,18.68769980204188
stress_5_merton_jump,4.9531404617433346,5.099275643136661,4.866173964615828,4.8093455335169635,256.4921902542655,34.365384976366535
