Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,log_return,simple_return
2022-09-30 00:00:00-04:00,139.0844911492741,140.8762153477741,135.85546393289223,136.05235290527344,124925300,0.0,0.0,,
2022-10-03 00:00:00-04:00,136.0621976067289,140.84667290730152,135.55027429699052,140.23629760742188,114311700,0.0,0.0,0.030289080365507426,0.030752461187212976
2022-10-04 00:00:00-04:00,142.77618030160758,143.947689675969,142.01814217319807,143.82955932617188,87830100,0.0,0.0,0.02530014289809475,0.025622907763929836
2022-10-05 00:00:00-04:00,141.83114535247526,145.0897052260287,140.7876052377075,144.1249237060547,79471000,0.0,0.0,0.002051466470392551,0.002053572167408202
2022-10-06 00:00:00-04:00,143.54408244476417,145.24719370943012,142.96325476225735,143.16998291015625,68402200,0.0,0.0,-0.006647833224794205,-0.006625785265607864
2022-10-07 00:00:00-04:00,140.32490279514894,140.8762129387206,137.28292541213156,137.91297912597656,85925600,0.0,0.0,-0.03740971579418157,-0.036718617110394036
2022-10-10 00:00:00-04:00,138.2378387451172,139.6849958050268,136.41659718830158,138.2378387451172,74899000,0.0,0.0,0.0023527706454092986,0.0023555405821802378
2022-10-11 00:00:00-04:00,137.7259068150969,139.15338540565426,136.07202171996317,136.82020568847656,77033700,0.0,0.0,-0.010307974173296507,-0.010255029082554268
2022-10-12 00:00:00-04:00,136.96788662576586,138.17876788392184,136.01295948883356,136.19015502929688,70433700,0.0,0.0,-0.004615588771465536,-0.0046049533108745155
2022-10-13 00:00:00-04:00,132.89222092327284,141.35856536929484,132.281845691729,140.7678985595703,113224000,0.0,0.0,0.0330603166334716,0.03361288141047125
2022-10-14 00:00:00-04:00,142.06740859428484,142.27415178693437,136.04251869325435,136.2295684814453,88598000,0.0,0.0,-0.03277095834534533,-0.03223980839782492
2022-10-17 00:00:00-04:00,138.87777246163483,140.67932095242676,138.09020149670755,140.1969451904297,85250900,0.0,0.0,0.02870671922247744,0.029122728297599654
2022-10-18 00:00:00-04:00,143.22907894720203,144.42026703642762,138.4249097380949,141.51611328125,99136600,0.0,0.0,0.00936539995739691,0.009409392544384554
2022-10-19 00:00:00-04:00,139.488128680181,142.69746261645687,139.30107889163025,141.62440490722656,61758300,0.0,0.0,0.0007649320694170926,0.0007652247045630833
2022-10-20 00:00:00-04:00,140.79743683046152,143.62283148956203,140.43317651035323,141.16168212890625,64522000,0.0,0.0,-0.003272602242544683,-0.0032672531166039187
2022-10-21 00:00:00-04:00,140.6497821885837,145.5524033439164,140.43319980718348,144.98141479492188,86548600,0.0,0.0,0.026699645171406137,0.02705927421952592
2022-10-24 00:00:00-04:00,144.90262887759332,147.89537982279583,143.73111940500422,147.12750244140625,75981900,0.0,0.0,0.014694014005844067,0.01480250175182829
2022-10-25 00:00:00-04:00,147.7575758033074,150.12028846465364,147.03892431633474,149.9726104736328,74732300,0.0,0.0,0.019153106197648394,0.019337703590527777
2022-10-26 00:00:00-04:00,148.61406419672124,149.62805663114864,145.73942824213276,147.02908325195312,88194300,0.0,0.0,-0.019822268119647376,-0.019627098657439168
2022-10-27 00:00:00-04:00,145.76899295091448,146.73375950209572,141.89021831932845,142.5498046875,109180200,0.0,0.0,-0.03093896723687152,-0.03046525534527955
2022-10-28 00:00:00-04:00,145.89694295512044,155.05242232533004,145.52285843662315,153.3197784423828,164762400,0.0,0.0,0.07283435022021471,0.07555235714628239
2022-10-31 00:00:00-04:00,150.77989669615485,151.84311529516543,149.55916089247586,150.95709228515625,97943200,0.0,0.0,-0.015530156061956502,-0.015410185047420089
2022-11-01 00:00:00-04:00,152.6700490040681,153.03429437423398,146.8125153766711,148.3088836669922,80379300,0.0,0.0,-0.017698488681699556,-0.017542790325886903
2022-11-02 00:00:00-04:00,146.63527983930877,149.80524150264998,142.74666674943285,142.7761993408203,93604600,0.0,0.0,-0.038018785969503185,-0.03730514443487265
2022-11-03 00:00:00-04:00,139.85234595133585,140.5808515547038,136.59378666921566,136.72177124023438,97918500,0.0,0.0,-0.04333037076939929,-0.042405023586133184
2022-11-04 00:00:00-04:00,140.11394767074316,140.68588340372804,132.51117923439392,136.45555114746094,140814800,0.23,0.0,-0.0019490649862452104,-0.0019471667925194946
2022-11-07 00:00:00-05:00,135.20322625521413,137.21484956931474,133.78324977627878,136.98805236816406,83374600,0.0,0.0,0.003894784057829799,0.0039023785857394966
2022-11-08 00:00:00-05:00,138.457315240062,139.46311921929427,135.57792562085092,137.55996704101562,89908500,0.0,0.0,0.004166232933187129,0.004174923746740333
2022-11-09 00:00:00-05:00,136.57384521045748,136.6231528570338,132.71821896553874,132.99432373046875,74917800,0.0,0.0,-0.033753497374172464,-0.0331902035799817
2022-11-10 00:00:00-05:00,139.27577571396307,144.8274688720703,137.5599685390709,144.8274688720703,118854000,0.0,0.0,0.0852367155229079,0.08897481343326397
2022-11-11 00:00:00-05:00,143.79207283535823,147.9237894166263,142.3622261036816,147.61810302734375,93979700,0.0,0.0,0.019085389766696666,0.019268680016347517
2022-11-14 00:00:00-05:00,146.89827154979093,148.19005093835904,145.37967994364752,146.21786499023438,73374100,0.0,0.0,-0.00953081847626769,-0.009485544173738703
2022-11-15 00:00:00-05:00,150.10307492440734,151.45401749484597,146.49397099909157,147.95338439941406,89868300,0.0,0.0,0.011799518470282804,0.011869407403094057
2022-11-16 00:00:00-05:00,147.05606249393267,147.78576172673738,145.241639832554,146.7207794189453,64218300,0.0,0.0,-0.008365933093945817,-0.008331036058906394
2022-11-17 00:00:00-05:00,144.39359949187033,149.3733724520642,144.11749463891493,148.6239471435547,80389400,0.0,0.0,0.012887950224022431,0.012971357786855098
2022-11-18 00:00:00-05:00,150.19182372040734,150.5763993918672,147.88436969164823,149.18600463867188,74829600,0.0,0.0,0.003774609673638805,0.003781742484434858
2022-11-21 00:00:00-05:00,148.07173876370618,148.27880988198416,145.66566926933072,145.95162963867188,58724100,0.0,0.0,-0.02191861770966632,-0.02168015027839676
2022-11-22 00:00:00-05:00,146.06993712168025,148.32808310350964,144.8866136770819,148.09141540527344,51804100,0.0,0.0,0.014554491770364728,0.014660924115057705
2022-11-23 00:00:00-05:00,147.37157451526696,149.718480330565,147.26310369909984,148.96905517578125,58301400,0.0,0.0,0.005908846251515658,0.005926337918413571
2022-11-25 00:00:00-05:00,146.24744752036312,146.80952774156987,145.0739944661959,146.05023193359375,35195900,0.0,0.0,-0.019787984117362812,-0.0195934869744816
2022-11-28 00:00:00-05:00,143.12155936225687,144.60069908904606,141.38604083292904,142.21435546875,69246000,0.0,0.0,-0.02661515193763208,-0.026264090197322343
2022-11-29 00:00:00-05:00,142.2833153607106,142.79608780045112,138.39812258985918,139.2067108154297,83763800,0.0,0.0,-0.021375508318044658,-0.021148671267446018
2022-11-30 00:00:00-05:00,139.43352808516767,146.6517352342591,138.595358159877,145.97132873535156,111380900,0.0,0.0,0.04745026727933911,0.048594050389502375
2022-12-01 00:00:00-05:00,146.1488515092609,147.05605527210508,144.5710966759583,146.24745178222656,71250400,0.0,0.0,0.0018898383503401497,0.0018916252202898498
2022-12-02 00:00:00-05:00,143.93014669455255,145.94176987503505,143.62444521311474,145.75440979003906,65447400,0.0,0.0,-0.003376981626672478,-0.0033712860373230624
2022-12-05 00:00:00-05:00,145.7149657221435,148.82115263004172,143.7427797370437,144.5908203125,68826400,0.0,0.0,-0.008015256228758295,-0.007983219713319278
2022-12-06 00:00:00-05:00,145.02469664926164,145.25149381357704,139.94630895435972,140.92254638671875,64727200,0.0,0.0,-0.02569740135108241,-0.02537003329708698
2022-12-07 00:00:00-05:00,140.21256620226913,141.37614872094412,138.05302012289312,138.97994995117188,69721100,0.0,0.0,-0.013880745271597017,-0.013784851930052522
2022-12-08 00:00:00-05:00,140.38017739203008,141.52404869832506,139.13770582962303,140.6661376953125,62128300,0.0,0.0,0.012059587130178268,0.012132597146085056
2022-12-09 00:00:00-05:00,140.36045763658447,143.54554848860332,138.94048147476286,140.18296813964844,76097000,0.0,0.0,-0.003440780278885219,-0.0034348675778005378
2022-12-12 00:00:00-05:00,140.71547582717935,142.4904463340837,139.09828382013,142.4805908203125,70462700,0.0,0.0,0.01625730104017377,0.016390170012488214
2022-12-13 00:00:00-05:00,147.420898645852,147.8843635443182,142.23405505341051,143.4469451904297,93886200,0.0,0.0,0.006759461246837186,0.006782357965765984
2022-12-14 00:00:00-05:00,143.3286067000526,144.62038597056736,139.19687510886934,141.21836853027344,82291200,0.0,0.0,-0.01565784156944504,-0.0155358948717782
2022-12-15 00:00:00-05:00,139.14758934094417,139.8279959453362,134.13823489702543,134.60169982910156,98931900,0.0,0.0,-0.04798735946358042,-0.04685416472399928
2022-12-16 00:00:00-05:00,134.78903348962257,135.73567419543238,131.87019204577976,132.63934326171875,160156900,0.0,0.0,-0.014686305785125872,-0.014578988005904403
2022-12-19 00:00:00-05:00,133.23101376151752,133.31975851229708,129.49372825060226,130.52911376953125,79592600,0.0,0.0,-0.01603744419056766,-0.015909529105732068
2022-12-20 00:00:00-05:00,129.56275008486864,131.39688354522443,128.0836106828586,130.46009826660156,77432800,0.0,0.0,-0.0005288763010543841,-0.0005287364706355602
2022-12-21 00:00:00-05:00,131.13063344213398,134.9073711645486,130.90383628158227,133.5662841796875,85928000,0.0,0.0,0.02353044572959668,0.023809470898437324
2022-12-22 00:00:00-05:00,132.48161030905115,132.68868142818795,128.48793035610765,130.39108276367188,77852100,0.0,0.0,-0.024059601888809828,-0.023772476980373325
2022-12-23 00:00:00-05:00,129.09928483618836,130.57842423400893,127.83708708710822,130.02621459960938,63814900,0.0,0.0,-0.0028021825470816507,-0.002798260098229366
2022-12-27 00:00:00-05:00,129.55288050582337,129.58246208692498,126.9298699732108,128.22164916992188,69007800,0.0,0.0,-0.01397568038323464,-0.013878473931155377
2022-12-28 00:00:00-05:00,127.86666981780208,129.20775681904706,124.1195211570346,124.28715515136719,85438400,0.0,0.0,-0.03116574481175508,-0.030685099154672546
2022-12-29 00:00:00-05:00,126.2100144549332,128.66538340269742,125.95363574555239,127.80748748779297,75703700,0.0,0.0,0.027930472070631856,0.028324184684559217
2022-12-30 00:00:00-05:00,126.62419645842127,128.14277294659772,125.657822079017,128.123046875,77034200,0.0,0.0,0.002465978105376543,0.0024690211302147436
2023-01-03 00:00:00-05:00,128.46820186736826,129.07957474592163,122.4431727057536,123.33065795898438,112117500,0.0,0.0,-0.03812208136361447,-0.037404581243616564
2023-01-04 00:00:00-05:00,125.12535029654666,126.87073926087292,123.34052422952556,124.60272216796875,89113600,0.0,0.0,0.010261428859241202,0.010314257866097076
2023-01-05 00:00:00-05:00,125.36199059273537,125.99308946159266,123.02495518012978,123.28133392333984,80962700,0.0,0.0,-0.010661442142664583,-0.010604810405727916
2023-01-06 00:00:00-05:00,124.257571392045,128.4780403774463,123.15314460938177,127.8173599243164,87754700,0.0,0.0,0.03613335814495828,0.03679410221013013
2023-01-09 00:00:00-05:00,128.65553802002677,131.55465346679887,128.08360234953716,128.33998107910156,70790800,0.0,0.0,0.004080475522480113,0.0040888119977959825
2023-01-10 00:00:00-05:00,128.44847658636624,129.4345696464241,126.33823803970584,128.9119415283203,63896200,0.0,0.0,0.004446702562040014,0.004456603814412485
2023-01-11 00:00:00-05:00,129.42470644063985,131.65327120715185,128.64569958998982,131.63356018066406,69458900,0.0,0.0,0.020892455493929155,0.021112230721820557
2023-01-12 00:00:00-05:00,132.01813716022232,132.39284227281698,129.6120678053339,131.55467224121094,71379600,0.0,0.0,-0.0005994792479110731,-0.0005992995961277003
2023-01-13 00:00:00-05:00,130.1938798959249,133.0436885523966,129.82903023831255,132.8859100341797,57809700,0.0,0.0,0.01006841708985473,0.010119274141232149
2023-01-17 00:00:00-05:00,132.95492042575748,135.38070076927318,132.26465833803292,134.0494842529297,63646600,0.0,0.0,0.008718076459081393,0.008756189564798289
2023-01-18 00:00:00-05:00,134.91723044564642,136.68233001992917,133.15211582478094,133.32962036132812,69672800,0.0,0.0,-0.005384606489348703,-0.005370135481038485
2023-01-19 00:00:00-05:00,132.21534095915428,134.35516079708475,131.90965456039046,133.3887939453125,58280400,0.0,0.0,0.0004437157824972135,0.00044381423890671456
2023-01-20 00:00:00-05:00,133.3986444948596,136.1005444209002,132.35338844252215,135.95262145996094,80223600,0.0,0.0,0.019038326878041543,0.01922071141672954
2023-01-23 00:00:00-05:00,136.19915953850284,141.32685514540398,135.9822178760608,139.1475830078125,81760300,0.0,0.0,0.023228664709680977,0.02350055124749839
2023-01-24 00:00:00-05:00,138.35870860544603,141.1690797184196,138.34885309206118,140.54783630371094,66435100,0.0,0.0,0.010012784606615007,0.010063080260760415
2023-01-25 00:00:00-05:00,138.93064978868992,140.44922647148869,136.87957443059517,139.8871612548828,65799300,0.0,0.0,-0.004711796151582682,-0.004700713054027195
2023-01-26 00:00:00-05:00,141.178940100887,142.2439224000094,139.92659771489312,141.9579620361328,54105100,0.0,0.0,0.014694865185770822,0.014803365531715018
2023-01-27 00:00:00-05:00,141.16906148730033,145.18245171809102,141.09017225065355,143.90052795410156,70555800,0.0,0.0,0.013591311009250503,0.013684092742006992
2023-01-30 00:00:00-05:00,142.9440557695909,143.52584706043817,140.863398823187,141.0113067626953,64015300,0.0,0.0,-0.020282205812876132,-0.02007790542872634
2023-01-31 00:00:00-05:00,140.71547141700836,142.3326633733732,140.30131415280843,142.28335571289062,65874500,0.0,0.0,0.008980455107383248,0.009020900375996233
2023-02-01 00:00:00-05:00,141.96779872652098,144.57108343034756,139.35465851027638,143.40748596191406,77663600,0.0,0.0,0.007869598086729561,0.007900644761934084
2023-02-02 00:00:00-05:00,146.82922262442523,149.07751316889315,146.10937904089744,148.7225341796875,118339000,0.0,0.0,0.03639225304313755,0.037062557663028795
2023-02-03 00:00:00-05:00,145.97131216518497,155.19128562284567,145.77409661965578,152.35133361816406,154357300,0.0,0.0,0.024106875833953812,0.02439979562271466
2023-02-06 00:00:00-05:00,150.44820252682044,150.97083056548323,148.68308779153134,149.619873046875,69858300,0.0,0.0,-0.01809136110050184,-0.01792869485563464
2023-02-07 00:00:00-05:00,148.54504029445562,153.07120329051187,148.54504029445562,152.499267578125,83322600,0.0,0.0,0.01906189532935012,0.019244733153515714
2023-02-08 00:00:00-05:00,151.73998447588093,152.43024651571073,149.0676660222592,149.80723571777344,64120100,0.0,0.0,-0.01781042083109766,-0.017652752718779086
2023-02-09 00:00:00-05:00,151.64140046684096,152.18375469815612,148.32812694513675,148.77186584472656,56007100,0.0,0.0,-0.006935341540270961,-0.006911347559990011
2023-02-10 00:00:00-05:00,147.60650220064647,149.46317743221437,147.3694730974516,149.13726806640625,57450700,0.23,0.0,0.0024531131363747373,0.0024561244802903115
2023-02-13 00:00:00-05:00,149.07798723256394,152.34693578344766,149.04836048379,151.94203186035156,62199000,0.0,0.0,0.018631934732157206,0.018806592277769374
2023-02-14 00:00:00-05:00,150.23348636384839,151.8630330104811,148.98911761787627,151.3000946044922,61707600,0.0,0.0,-0.0042338326950456745,-0.004224882660838536
2023-02-15 00:00:00-05:00,151.21123154980276,153.57159174620645,150.9840880773076,153.40370178222656,65573800,0.0,0.0,0.013807774136351139,0.01390354172106334
2023-02-16 00:00:00-05:00,151.60624021713144,154.39127521881363,151.44823591009165,151.80377197265625,68167900,0.0,0.0,-0.01048430725047441,-0.010429538472556454
2023-02-17 00:00:00-05:00,150.46065589718617,151.10258897284194,148.97925796607987,150.65817260742188,59144100,0.0,0.0,-0.007575199882039326,-0.007546580367190914
2023-02-21 00:00:00-05:00,148.33731221810694,149.4236767462983,146.56951728902385,146.63864135742188,58867200,0.0,0.0,-0.027042174743664365,-0.026679808870866295
2023-02-22 00:00:00-05:00,147.02379633351947,148.0904046122651,145.3350111943411,147.0633087158203,51011300,0.0,0.0,0.002891827270730678,0.0028960126366919248
2023-02-23 00:00:00-05:00,148.22867140254277,148.47557105445037,145.41402441253163,147.54722595214844,48394200,0.0,0.0,0.003285134878702153,0.003290536848067349
2023-02-24 00:00:00-05:00,145.28559728630728,145.36460696451104,143.9128361503219,144.89056396484375,55469600,0.0,0.0,-0.018169574290662936,-0.018005502781640037
2023-02-27 00:00:00-05:00,145.87819927591497,147.32008482695682,145.62141398934327,146.08558654785156,44998500,0.0,0.0,0.00821393299608348,0.008247759897585638
2023-02-28 00:00:00-05:00,145.2263730908277,147.2311969873109,145.0091001993268,145.5819091796875,50547000,0.0,0.0,-0.003453781283295132,-0.003447823841259523
2023-03-01 00:00:00-05:00,145.00908849876785,145.40412186804485,143.2116520085762,143.5079345703125,55479000,0.0,0.0,-0.014348551059414518,-0.014246101188404858
2023-03-02 00:00:00-05:00,142.58948505088003,144.8905915062189,142.11542689154663,144.1005096435547,52238100,0.0,0.0,0.004120712890533979,0.004129214701726891
2023-03-03 00:00:00-05:00,146.20407279147852,149.23600736765022,145.50288630750634,149.15699768066406,70732300,0.0,0.0,0.03448838719348973,0.03509000800633566
2023-03-06 00:00:00-05:00,151.88275935147126,154.36164111130708,151.55686512341583,151.92227172851562,87558000,0.0,0.0,0.018369592916808897,0.01853935176257604
2023-03-07 00:00:00-05:00,151.79388801539042,152.11979733212814,149.25576768015293,149.71994018554688,56182000,0.0,0.0,-0.014602536317428671,-0.014496436354666353
2023-03-08 00:00:00-05:00,150.9149591339657,151.5667779107922,149.9471166005195,150.97421264648438,47204800,0.0,0.0,0.00834256152786404,0.008377457667850363
2023-03-09 00:00:00-05:00,151.65561114338573,152.6234533766544,148.3669065925505,148.72244262695312,53833600,0.0,0.0,-0.015027277442926838,-0.01491493136515909
2023-03-10 00:00:00-05:00,148.34717096498875,149.0681136196498,145.7794089470896,146.6583709716797,68572400,0.0,0.0,-0.013975892524512477,-0.013878683128213831
2023-03-13 00:00:00-04:00,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100,0.0,0.0,0.013178790296701912,0.013266013296914014
2023-03-14 00:00:00-04:00,149.4039106364519,151.49761478500946,148.23855155589501,150.69766235351562,73695900,0.0,0.0,0.013990928206702604,0.014089259288618372
2023-03-15 00:00:00-04:00,149.31503194180715,151.34948260848185,148.06077752387876,151.09271240234375,77167900,0.0,0.0,0.0026180442288275033,0.0026214742993251328
2023-03-16 00:00:00-04:00,150.27299535550645,154.5196720318581,149.7594399024329,153.917236328125,76161100,0.0,0.0,0.018521393687496106,0.01869397855708521
2023-03-17 00:00:00-04:00,154.1443976469308,154.79621636647911,152.36671707978053,153.07778930664062,98944600,0.0,0.0,-0.0054688124794407995,-0.005453885747368936
2023-03-20 00:00:00-04:00,153.14693686632677,155.86283327756414,152.23833280571804,155.44802856445312,73641400,0.0,0.0,0.015365235276299797,0.01548388743101392
