contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,stockPrice,date,T_days,T_years,moneyness
AAPL251003C00180000,2025-09-26 18:13:44+00:00,180.0,76.47,74.75,76.15,1.2300034,1.6347733,20.0,6.0,1.7089858300781249,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.7046112709204319
AAPL251003C00185000,2025-09-23 19:10:08+00:00,185.0,69.05,69.75,71.15,0.0,0.0,2.0,14.0,1.5947285888671874,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.7241838062237771
AAPL251003C00190000,2025-09-26 17:29:17+00:00,190.0,66.73,64.75,66.4,3.130005,4.9213915,2.0,116.0,1.11328568359375,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.7437563415271224
AAPL251003C00195000,2025-09-26 18:40:52+00:00,195.0,61.8,59.75,61.1,4.0,6.920415,3.0,16.0,1.3544954150390622,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.7633288768304678
AAPL251003C00200000,2025-09-26 16:10:30+00:00,200.0,55.32,54.8,56.4,-0.7799988,-1.3903723,69.0,98.0,0.9687503125,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.7829014121338131
AAPL251003C00205000,2025-09-26 19:41:06+00:00,205.0,50.23,49.75,51.4,1.1499977,2.3431084,11.0,229.0,0.85742330078125,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8024739474371585
AAPL251003C00210000,2025-09-26 19:17:26+00:00,210.0,45.79,44.85,46.4,-0.0099983215,-0.021830397,105.0,495.0,0.8173846386718748,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8220464827405037
AAPL251003C00212500,2025-09-26 17:51:03+00:00,212.5,43.78,42.25,43.95,-0.65999985,-1.4851483,7.0,69.0,0.75586181640625,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8318327503921764
AAPL251003C00215000,2025-09-26 19:39:25+00:00,215.0,40.29,39.75,41.0,-1.6100006,-3.8424835,44.0,550.0,0.905274384765625,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8416190180438491
AAPL251003C00217500,2025-09-26 19:39:08+00:00,217.5,37.71,37.25,38.45,-1.5400009,-3.9235692,78.0,194.0,0.8388687988281249,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8514052856955218
AAPL251003C00220000,2025-09-26 19:51:50+00:00,220.0,35.37,35.1,36.5,-0.6800003,-1.88627,411.0,1591.0,0.73437765625,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8611915533471944
AAPL251003C00222500,2025-09-26 19:52:43+00:00,222.5,32.43,32.6,33.35,-2.3199997,-6.676258,283.0,391.0,0.7075224560546876,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8709778209988671
AAPL251003C00225000,2025-09-26 19:53:33+00:00,225.0,30.14,30.45,31.5,-1.0600014,-3.3974402,597.0,1529.0,0.700198310546875,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8807640886505398
AAPL251003C00227500,2025-09-26 19:46:40+00:00,227.5,27.76,27.6,28.55,-1.9799995,-6.6576986,1158.0,157.0,0.6718782812500002,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.8905503563022125
AAPL251003C00230000,2025-09-26 19:54:04+00:00,230.0,25.25,25.45,26.45,-0.6000004,-2.3210845,1310.0,3931.0,0.5961954443359375,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.900336623953885
AAPL251003C00232500,2025-09-26 19:41:00+00:00,232.5,22.5,22.65,23.35,-0.8199997,-3.5162938,113.0,540.0,0.5200243310546875,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9101228916055577
AAPL251003C00235000,2025-09-26 19:57:10+00:00,235.0,20.58,20.2,21.1,-0.8600006,-4.0111966,318.0,14021.0,0.5327195166015625,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9199091592572304
AAPL251003C00237500,2025-09-26 19:58:32+00:00,237.5,18.17,17.9,18.4,-1.8799992,-9.3765545,343.0,1228.0,0.437505625,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.929695426908903
AAPL251003C00240000,2025-09-26 19:59:40+00:00,240.0,15.77,15.4,15.9,-1.5699997,-9.054208,452.0,7419.0,0.38867798828125,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9394816945605757
AAPL251003C00242500,2025-09-26 19:59:40+00:00,242.5,13.32,13.1,13.8,-1.7300005,-11.49502,550.0,2053.0,0.40918559570312496,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9492679622122484
AAPL251003C00245000,2025-09-26 19:59:33+00:00,245.0,11.05,10.85,11.1,-1.6799994,-13.197167,3949.0,5215.0,0.3227606787109374,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9590542298639211
AAPL251003C00247500,2025-09-26 19:58:04+00:00,247.5,8.7,8.6,8.85,-1.8299999,-17.378918,3013.0,1832.0,0.3007882421875,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9688404975155938
AAPL251003C00250000,2025-09-26 19:59:24+00:00,250.0,6.66,6.45,6.75,-1.6900005,-20.239527,4454.0,16303.0,0.28247787841796873,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9786267651672664
AAPL251003C00252500,2025-09-26 19:59:45+00:00,252.5,4.77,4.7,4.85,-1.6199999,-25.352112,2458.0,4417.0,0.2657544128417969,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9884130328189391
AAPL251003C00255000,2025-09-26 19:59:56+00:00,255.0,3.25,3.2,3.3,-1.5500002,-32.291668,18970.0,15043.0,0.25708750732421876,True,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,0.9981993004706117
AAPL251003C00257500,2025-09-26 19:59:58+00:00,257.5,2.07,2.0,2.08,-1.28,-38.208954,34631.0,7990.0,0.24964129272460936,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0079855681222845
AAPL251003C00260000,2025-09-26 19:59:58+00:00,260.0,1.21,1.18,1.24,-1.0799999,-47.16157,64733.0,36455.0,0.24732197998046873,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0177718357739571
AAPL251003C00262500,2025-09-26 19:59:58+00:00,262.5,0.68,0.67,0.7,-0.84,-55.263157,33902.0,14872.0,0.24732197998046873,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0275581034256298
AAPL251003C00265000,2025-09-26 19:59:55+00:00,265.0,0.38,0.37,0.39,-0.61,-61.616165,39469.0,12511.0,0.2514723291015625,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0373443710773025
AAPL251003C00267500,2025-09-26 19:59:33+00:00,267.5,0.22,0.21,0.24,-0.41,-65.07937,2470.0,1262.0,0.26367923828125,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.047130638728975
AAPL251003C00270000,2025-09-26 19:59:55+00:00,270.0,0.12,0.12,0.13,-0.29999998,-71.428566,11200.0,12804.0,0.26856200195312496,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0569169063806476
AAPL251003C00272500,2025-09-26 19:59:13+00:00,272.5,0.08,0.07,0.08,-0.15,-65.21739,4892.0,1087.0,0.2802806347656249,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0667031740323203
AAPL251003C00275000,2025-09-26 19:59:48+00:00,275.0,0.05,0.04,0.06,-0.11,-68.75,2369.0,3235.0,0.299811689453125,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.076489441683993
AAPL251003C00277500,2025-09-26 19:54:28+00:00,277.5,0.03,0.03,0.05,-0.08,-72.72727,558.0,1861.0,0.32227240234374993,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0862757093356656
AAPL251003C00280000,2025-09-26 19:59:42+00:00,280.0,0.03,0.03,0.04,-0.04,-57.142853,631.0,4533.0,0.34180345703125,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.0960619769873383
AAPL251003C00282500,2025-09-26 19:53:47+00:00,282.5,0.02,0.01,0.03,-0.04,-66.66667,364.0,399.0,0.35742830078125,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.105848244639011
AAPL251003C00285000,2025-09-26 19:59:56+00:00,285.0,0.01,0.01,0.03,-0.03,-75.0,307.0,1510.0,0.38477177734374995,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.1156345122906837
AAPL251003C00287500,2025-09-26 18:53:49+00:00,287.5,0.02,0.01,0.21,0.0,0.0,40.0,469.0,0.5419967675781252,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.1254207799423563
AAPL251003C00290000,2025-09-26 19:58:20+00:00,290.0,0.01,0.01,0.02,-0.02,-66.66667,4.0,1633.0,0.41797457031249996,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.135207047594029
AAPL251003C00292500,2025-09-26 19:37:54+00:00,292.5,0.01,0.0,0.03,-0.02,-66.66667,1782.0,7.0,0.46484910156250003,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.1449933152457017
AAPL251003C00295000,2025-09-26 18:51:10+00:00,295.0,0.02,0.0,0.02,-0.01,-33.333336,13.0,601.0,0.4687553125,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.1547795828973744
AAPL251003C00300000,2025-09-26 18:58:40+00:00,300.0,0.01,0.0,0.01,0.0,0.0,44.0,1585.0,0.48438015625,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.1743521182007197
AAPL251003C00305000,2025-09-26 15:15:58+00:00,305.0,0.01,0.0,0.01,0.0,0.0,3.0,275.0,0.500005,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.193924653504065
AAPL251003C00310000,2025-09-26 17:51:30+00:00,310.0,0.01,0.0,0.01,0.0,0.0,3.0,379.0,0.5312546875,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.2134971888074104
AAPL251003C00315000,2025-09-26 19:24:46+00:00,315.0,0.01,0.0,0.01,0.0,0.0,10.0,73.0,0.57812921875,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.2330697241107555
AAPL251003C00320000,2025-09-24 16:45:47+00:00,320.0,0.01,0.0,0.01,0.0,0.0,4.0,140.0,0.6093789062500001,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.252642259414101
AAPL251003C00325000,2025-09-26 17:53:06+00:00,325.0,0.01,0.0,0.01,0.0,0.0,2.0,103.0,0.6562534375000001,False,REGULAR,USD,call,2025-10-03,255.4600067138672,2025-09-28,4,0.010958904109589041,1.2722147947174463
AAPL251010C00110000,2025-09-10 13:42:10+00:00,110.0,120.04,144.85,146.35,0.0,0.0,,1.0,1.9062504687500001,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.4305957766735972
AAPL251010C00120000,2025-09-23 16:28:21+00:00,120.0,136.1,134.85,136.4,0.0,0.0,,7.0,1.7578137109375,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.46974084728028787
AAPL251010C00135000,2025-09-25 18:40:07+00:00,135.0,120.55,119.85,121.25,0.0,0.0,,2.0,1.3984405078125,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.5284584531903238
AAPL251010C00140000,2025-09-25 16:42:59+00:00,140.0,113.54,114.9,116.15,0.0,0.0,3.0,4.0,1.2773473632812498,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.5480309884936692
AAPL251010C00150000,2025-09-18 14:23:48+00:00,150.0,87.76,104.9,106.4,0.0,0.0,,1.0,1.3007847460937496,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.5871760591003599
AAPL251010C00160000,2025-09-24 14:48:53+00:00,160.0,92.75,94.95,96.35,0.0,0.0,6.0,6.0,1.1572307763671876,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.6263211297070505
AAPL251010C00165000,2025-09-04 15:32:29+00:00,165.0,73.38,89.9,91.2,0.0,0.0,,1.0,0.9882813671875,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.6458936650103958
AAPL251010C00170000,2025-09-11 18:54:03+00:00,170.0,60.81,84.95,86.35,0.0,0.0,,1.0,1.021489267578125,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.6654662003137412
AAPL251010C00175000,2025-09-25 18:40:07+00:00,175.0,80.65,79.95,81.4,0.0,0.0,,3.0,0.97460962890625,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.6850387356170865
AAPL251010C00180000,2025-09-23 14:25:15+00:00,180.0,76.93,75.0,76.35,0.0,0.0,2.0,43.0,0.9101571484375,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.7046112709204319
AAPL251010C00185000,2025-09-23 14:25:53+00:00,185.0,72.3,69.95,71.45,0.0,0.0,,3.0,0.86132951171875,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.7241838062237771
AAPL251010C00190000,2025-09-26 13:56:33+00:00,190.0,66.37,65.0,66.4,3.170002,5.0158257,5.0,20.0,0.79883013671875,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.7437563415271224
AAPL251010C00195000,2025-09-26 16:20:21+00:00,195.0,60.65,60.0,61.45,-0.40999985,-0.6714704,100.0,18.0,0.7490259472656251,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.7633288768304678
AAPL251010C00200000,2025-09-26 17:50:55+00:00,200.0,56.75,55.45,56.4,3.0999985,5.778189,3.0,128.0,0.7578149218750001,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.7829014121338131
AAPL251010C00205000,2025-09-26 16:57:18+00:00,205.0,51.54,50.05,51.2,3.5100021,7.307937,8.0,58.0,0.5830119824218749,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8024739474371585
AAPL251010C00210000,2025-09-26 18:41:49+00:00,210.0,46.96,45.1,45.95,0.45999908,0.98924536,42.0,124.0,0.6362341064453125,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8220464827405037
AAPL251010C00215000,2025-09-26 19:46:48+00:00,215.0,40.64,40.1,41.0,-1.1100006,-2.6586843,40.0,264.0,0.5839885351562499,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8416190180438491
AAPL251010C00217500,2025-09-26 17:44:47+00:00,217.5,39.76,37.6,39.1,0.24000168,0.60729176,2.0,5.0,0.5170946728515625,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8514052856955218
AAPL251010C00220000,2025-09-26 19:48:08+00:00,220.0,35.6,35.2,36.2,-0.3500023,-0.9735808,60.0,654.0,0.5578657495117189,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8611915533471944
AAPL251010C00222500,2025-09-26 18:05:28+00:00,222.5,34.27,32.65,34.1,2.8199997,8.966613,6.0,4.0,0.5842326733398437,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8709778209988671
AAPL251010C00225000,2025-09-26 19:57:05+00:00,225.0,30.83,30.35,31.75,-0.69000053,-2.1890879,76.0,678.0,0.567387138671875,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8807640886505398
AAPL251010C00227500,2025-09-26 19:43:06+00:00,227.5,28.17,27.7,29.1,-1.710001,-5.7228947,48.0,149.0,0.5127001855468749,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.8905503563022125
AAPL251010C00230000,2025-09-26 19:54:40+00:00,230.0,25.8,25.7,26.2,-1.2000008,-4.444447,82.0,1427.0,0.4243221630859375,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.900336623953885
AAPL251010C00232500,2025-09-26 19:58:17+00:00,232.5,23.5,22.9,24.25,-1.8799992,-7.4074044,88.0,16.0,0.45715874877929696,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9101228916055577
AAPL251010C00235000,2025-09-26 19:59:06+00:00,235.0,20.95,20.7,21.25,-0.54999924,-2.558136,195.0,2314.0,0.3635317553710938,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9199091592572304
AAPL251010C00237500,2025-09-26 19:56:11+00:00,237.5,18.6,18.25,19.25,-0.20000076,-1.0638337,65.0,86.0,0.38245246459960935,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.929695426908903
AAPL251010C00240000,2025-09-26 19:34:52+00:00,240.0,16.29,16.2,16.55,-1.7099991,-9.499994,180.0,2871.0,0.3254461987304687,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9394816945605757
AAPL251010C00242500,2025-09-26 19:55:25+00:00,242.5,13.9,13.95,14.2,-0.8999996,-6.081079,93.0,1615.0,0.30152065673828127,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9492679622122484
AAPL251010C00245000,2025-09-26 19:59:22+00:00,245.0,11.88,11.8,11.95,-1.7200003,-12.647061,438.0,5368.0,0.2819896020507812,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9590542298639211
AAPL251010C00247500,2025-09-26 19:55:32+00:00,247.5,9.8,9.65,9.95,-1.5,-13.274336,118.0,602.0,0.274421318359375,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9688404975155938
AAPL251010C00250000,2025-09-26 19:59:57+00:00,250.0,7.9,7.8,7.95,-1.5999999,-16.842104,4439.0,27686.0,0.2585523364257813,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9786267651672664
AAPL251010C00252500,2025-09-26 19:58:56+00:00,252.5,6.16,6.05,6.25,-1.5299997,-19.895966,564.0,3485.0,0.2514723291015625,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9884130328189391
AAPL251010C00255000,2025-09-26 19:59:59+00:00,255.0,4.67,4.55,4.75,-1.4699998,-23.941364,2756.0,4093.0,0.24463645996093752,True,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,0.9981993004706117
AAPL251010C00257500,2025-09-26 19:59:57+00:00,257.5,3.4,3.35,3.45,-1.2999997,-27.659569,3670.0,2041.0,0.23688507263183595,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0079855681222845
AAPL251010C00260000,2025-09-26 19:59:53+00:00,260.0,2.39,2.38,2.45,-1.1599998,-32.676052,9294.0,6595.0,0.2332840344238281,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0177718357739571
AAPL251010C00262500,2025-09-26 19:59:42+00:00,262.5,1.65,1.65,1.71,-0.98000014,-37.262363,3487.0,1183.0,0.23242955078125,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0275581034256298
AAPL251010C00265000,2025-09-26 19:59:58+00:00,265.0,1.1,1.04,1.16,-0.79999995,-42.10526,4301.0,3366.0,0.23218541259765624,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0373443710773025
AAPL251010C00267500,2025-09-26 19:59:52+00:00,267.5,0.72,0.72,0.76,-0.64,-47.058823,1410.0,82.0,0.23169713623046873,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.047130638728975
AAPL251010C00270000,2025-09-26 19:59:36+00:00,270.0,0.5,0.48,0.51,-0.44,-46.80851,1446.0,6747.0,0.2348709326171875,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0569169063806476
AAPL251010C00272500,2025-09-26 19:58:53+00:00,272.5,0.34,0.33,0.35,-0.34,-50.0,133.0,740.0,0.24024197265624997,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0667031740323203
AAPL251010C00275000,2025-09-26 19:58:05+00:00,275.0,0.24,0.23,0.25,-0.22000001,-47.82609,4663.0,6659.0,0.2475661181640625,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.076489441683993
AAPL251010C00280000,2025-09-26 19:50:49+00:00,280.0,0.14,0.13,0.14,-0.099999994,-41.666664,137.0,1814.0,0.26563234375,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.0960619769873383
AAPL251010C00285000,2025-09-26 19:55:48+00:00,285.0,0.08,0.07,0.08,-0.049999997,-38.461536,917.0,859.0,0.282233740234375,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.1156345122906837
AAPL251010C00290000,2025-09-26 18:37:42+00:00,290.0,0.06,0.05,0.06,-0.02,-25.0,32.0,668.0,0.30762411132812495,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.135207047594029
AAPL251010C00295000,2025-09-26 19:37:29+00:00,295.0,0.03,0.02,0.11,-0.020000001,-40.000004,77.0,669.0,0.372076591796875,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.1547795828973744
AAPL251010C00300000,2025-09-26 19:25:17+00:00,300.0,0.01,0.01,0.03,-0.03,-75.0,345.0,1173.0,0.34766277343749996,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.1743521182007197
AAPL251010C00305000,2025-09-26 19:59:47+00:00,305.0,0.02,0.0,0.03,-0.01,-33.333336,55.0,180.0,0.3789124609375,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.193924653504065
AAPL251010C00310000,2025-09-26 15:51:13+00:00,310.0,0.01,0.0,0.23,0.0,0.0,26.0,419.0,0.53320779296875,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.2134971888074104
AAPL251010C00315000,2025-09-23 18:02:01+00:00,315.0,0.03,0.0,0.02,0.0,0.0,,63.0,0.42188078125,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.2330697241107555
AAPL251010C00320000,2025-09-25 13:47:31+00:00,320.0,0.02,0.0,0.01,0.0,0.0,,189.0,0.42188078125,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.252642259414101
AAPL251010C00325000,2025-09-23 18:02:12+00:00,325.0,0.01,0.0,0.02,0.0,0.0,5.0,29.0,0.476567734375,False,REGULAR,USD,call,2025-10-10,255.4600067138672,2025-09-28,11,0.030136986301369864,1.2722147947174463
AAPL251017C00090000,2025-09-19 19:58:52+00:00,90.0,155.85,164.7,166.6,0.0,0.0,3.0,21.0,1.9218753906250001,True,REGULAR,USD,call,2025-10-17,255.4600067138672,2025-09-28,18,0.049315068493150684,0.3523056354602159
